polypeptide_id,attr_type,value,value2
P68363,synonym,3.6.5.-,
P68363,synonym,Alpha-tubulin ubiquitous,
P68363,synonym,Tubulin alpha-ubiquitous chain,
P68363,synonym,Tubulin K-alpha-1,
P68363,pfam,PF00091,Tubulin
P68363,pfam,PF03953,Tubulin_C
P68363,go_classifier,component,cytoplasm
P68363,go_classifier,component,microtubule cytoskeleton
P68363,go_classifier,process,mitotic cell cycle
P0DPH7,synonym,3.6.5.-,
P0DPH7,synonym,Alpha-tubulin 2,
P0DPH7,synonym,Alpha-tubulin 3C,
P0DPH7,synonym,TUBA2,
P0DPH7,synonym,Tubulin alpha-2 chain,
P0DPH7,pfam,PF00091,Tubulin
P0DPH7,pfam,PF03953,Tubulin_C
P0DPH7,go_classifier,component,cytoplasm
P0DPH7,go_classifier,component,microtubule
P0DPH7,go_classifier,component,microtubule cytoskeleton
P0DPH7,go_classifier,component,nucleus
P0DPH7,go_classifier,function,GTP binding
P0DPH7,go_classifier,function,hydrolase activity
P0DPH7,go_classifier,function,metal ion binding
P0DPH7,go_classifier,function,structural constituent of cytoskeleton
P0DPH7,go_classifier,process,microtubule cytoskeleton organization
P0DPH7,go_classifier,process,mitotic cell cycle
P0DPH8,synonym,3.6.5.-,
P0DPH8,synonym,Alpha-tubulin 3D,
P0DPH8,pfam,PF00091,Tubulin
P0DPH8,pfam,PF03953,Tubulin_C
P24941,synonym,2.7.11.22,
P24941,synonym,CDKN2,
P24941,synonym,Cell division protein kinase 2,
P24941,synonym,p33 protein kinase,
P24941,pfam,PF00069,Pkinase
P24941,go_classifier,component,cyclin A1-CDK2 complex
P24941,go_classifier,component,cyclin A2-CDK2 complex
P24941,go_classifier,component,cyclin E1-CDK2 complex
P24941,go_classifier,component,cyclin E2-CDK2 complex
P24941,go_classifier,component,male germ cell nucleus
P24941,go_classifier,component,nuclear envelope
P24941,go_classifier,component,transcription regulator complex
P24941,go_classifier,function,cyclin-dependent protein kinase activity
P24941,go_classifier,function,magnesium ion binding
P24941,go_classifier,function,protein domain specific binding
P24941,go_classifier,function,protein serine kinase activity
P24941,go_classifier,function,protein serine/threonine kinase activity
P24941,go_classifier,process,cellular senescence
P24941,go_classifier,process,centriole replication
P24941,go_classifier,process,chromatin remodeling
P24941,go_classifier,process,DNA-templated transcription
P24941,go_classifier,process,meiotic cell cycle
P24941,go_classifier,process,mitotic G1 DNA damage checkpoint signaling
P24941,go_classifier,process,negative regulation of transcription by RNA polymerase II
P24941,go_classifier,process,positive regulation of cell population proliferation
P24941,go_classifier,process,positive regulation of DNA replication
P24941,go_classifier,process,positive regulation of DNA-templated DNA replication initiation
P24941,go_classifier,process,positive regulation of DNA-templated transcription
P24941,go_classifier,process,positive regulation of heterochromatin formation
P24941,go_classifier,process,post-translational protein modification
P24941,go_classifier,process,protein phosphorylation
P24941,go_classifier,process,regulation of anaphase-promoting complex-dependent catabolic process
P24941,go_classifier,process,regulation of G2/M transition of mitotic cell cycle
P24941,go_classifier,process,regulation of gene expression
P24941,go_classifier,process,regulation of mitotic cell cycle
P24941,go_classifier,process,signal transduction
P24941,go_classifier,process,telomere maintenance in response to DNA damage
Q86YB8,synonym,1.8.3.2,
Q86YB8,synonym,1.8.4.-,
Q86YB8,synonym,Endoplasmic reticulum oxidoreductase beta,
Q86YB8,synonym,Endoplasmic reticulum oxidoreductin-1-like protein B,
Q86YB8,synonym,ERO1-L-beta,
Q86YB8,synonym,ERO1LB,
Q86YB8,synonym,Oxidoreductin-1-L-beta,
Q86YB8,pfam,PF04137,ERO1
Q86YB8,go_classifier,component,endoplasmic reticulum lumen
Q86YB8,go_classifier,function,FAD binding
Q86YB8,go_classifier,function,protein-disulfide reductase activity
Q86YB8,go_classifier,function,thiol oxidase activity
Q86YB8,go_classifier,process,protein folding in endoplasmic reticulum
Q9WYT0,synonym,2.1.1.148,
Q9WYT0,synonym,FAD-dependent thymidylate synthase,
Q9WYT0,synonym,FDTS,
Q9WYT0,synonym,thy1,
Q9WYT0,synonym,Thymidylate synthase ThyX,
Q9WYT0,synonym,TS,
Q9WYT0,synonym,TSase,
Q9WYT0,pfam,PF02511,Thy1
Q9WYT0,go_classifier,function,flavin adenine dinucleotide binding
Q9WYT0,go_classifier,function,thymidylate synthase (FAD) activity
Q9WYT0,go_classifier,process,dTMP biosynthetic process
P19367,synonym,2.7.1.1,
P19367,synonym,Brain form hexokinase,
P19367,synonym,Hexokinase type I,
P19367,synonym,Hexokinase-A,
P19367,synonym,HK I,
P19367,pfam,PF00349,Hexokinase_1
P19367,pfam,PF03727,Hexokinase_2
P19367,go_classifier,component,membrane raft
P19367,go_classifier,function,D-glucose binding
P19367,go_classifier,function,glucosamine kinase activity
P19367,go_classifier,function,peptidoglycan binding
P19367,go_classifier,process,carbohydrate phosphorylation
P19367,go_classifier,process,fructose 6-phosphate metabolic process
P19367,go_classifier,process,GDP-mannose biosynthetic process
P19367,go_classifier,process,GDP-mannose biosynthetic process from mannose
P19367,go_classifier,process,inflammatory response
P19367,go_classifier,process,innate immune response
P19367,go_classifier,process,intracellular glucose homeostasis
P19367,go_classifier,process,mannose metabolic process
P19367,go_classifier,process,positive regulation of cytokine production involved in immune response
P19367,go_classifier,process,positive regulation of interleukin-1 beta production
P35557,synonym,2.7.1.1,
P35557,synonym,Glucokinase,
P35557,synonym,Hexokinase type IV,
P35557,synonym,Hexokinase-D,
P35557,synonym,HK IV,
P35557,synonym,HK4,
P35557,pfam,PF00349,Hexokinase_1
P35557,pfam,PF03727,Hexokinase_2
P35557,go_classifier,function,D-glucose binding
P35557,go_classifier,function,fructokinase activity
P35557,go_classifier,function,glucose sensor activity
P35557,go_classifier,function,mannokinase activity
P35557,go_classifier,process,glucose catabolic process
P35557,go_classifier,process,intracellular glucose homeostasis
P35557,go_classifier,process,response to glucose
P22732,synonym,Fructose transporter,
P22732,synonym,"Glucose transporter type 5, small intestine",
P22732,synonym,GLUT-5,
P22732,synonym,GLUT5,
P22732,pfam,PF00083,Sugar_tr
P22732,go_classifier,component,sarcolemma
P22732,go_classifier,component,specific granule membrane
P22732,go_classifier,function,D-glucose transmembrane transporter activity
P22732,go_classifier,function,fructose binding
P22732,go_classifier,process,D-glucose transmembrane transport
P22732,go_classifier,process,fructose import across plasma membrane
P22732,go_classifier,process,fructose transmembrane transport
P22732,go_classifier,process,intestinal hexose absorption
P22732,go_classifier,process,regulation of systemic arterial blood pressure mediated by a chemical signal
P22732,go_classifier,process,response to fructose
Q9UGQ3,synonym,Glucose transporter type 6,
Q9UGQ3,synonym,GLUT-6,
Q9UGQ3,synonym,GLUT6,
Q9UGQ3,pfam,PF00083,Sugar_tr
Q9UGQ3,go_classifier,component,lysosomal membrane
Q9UGQ3,go_classifier,function,D-glucose transmembrane transporter activity
Q9UGQ3,go_classifier,function,dehydroascorbic acid transmembrane transporter activity
Q9UGQ3,go_classifier,function,fructose transmembrane transporter activity
Q9UGQ3,go_classifier,function,transmembrane transporter activity
Q9UGQ3,go_classifier,process,D-glucose transmembrane transport
Q9UGQ3,go_classifier,process,dehydroascorbic acid transport
Q9UGQ3,go_classifier,process,fructose transmembrane transport
Q9UGQ3,go_classifier,process,hexose transmembrane transport
Q9UGQ3,go_classifier,process,regulation of glycolytic process
Q6PXP3,synonym,Glucose transporter type 7,
Q6PXP3,synonym,GLUT-7,
Q6PXP3,synonym,GLUT7,
Q6PXP3,synonym,hGLUT7,
Q6PXP3,pfam,PF00083,Sugar_tr
Q6PXP3,go_classifier,component,apical plasma membrane
Q6PXP3,go_classifier,function,D-glucose transmembrane transporter activity
Q6PXP3,go_classifier,function,fructose transmembrane transporter activity
Q6PXP3,go_classifier,function,sugar transmembrane transporter activity
Q6PXP3,go_classifier,process,D-glucose transmembrane transport
Q6PXP3,go_classifier,process,fructose transmembrane transport
Q6PXP3,go_classifier,process,hexose transmembrane transport
Q9NY64,synonym,Glucose transporter type 8,
Q9NY64,synonym,Glucose transporter type X1,
Q9NY64,synonym,GLUT-8,
Q9NY64,synonym,GLUT8,
Q9NY64,synonym,GLUTX1,
Q9NY64,pfam,PF00083,Sugar_tr
Q9NY64,go_classifier,component,clathrin-coated endocytic vesicle membrane
Q9NY64,go_classifier,component,membrane
Q9NY64,go_classifier,function,D-glucose binding
Q9NY64,go_classifier,function,D-glucose transmembrane transporter activity
Q9NY64,go_classifier,function,dehydroascorbic acid transmembrane transporter activity
Q9NY64,go_classifier,function,fructose transmembrane transporter activity
Q9NY64,go_classifier,process,D-glucose transmembrane transport
Q9NY64,go_classifier,process,dehydroascorbic acid transport
Q9NY64,go_classifier,process,fructose transmembrane transport
Q9NY64,go_classifier,process,hexose transmembrane transport
O95528,synonym,Glucose transporter type 10,
O95528,synonym,GLUT-10,
O95528,synonym,GLUT10,
O95528,pfam,PF00083,Sugar_tr
O95528,go_classifier,component,cytosol
O95528,go_classifier,component,membrane
O95528,go_classifier,function,carbohydrate
O95528,go_classifier,function,D-glucose transmembrane transporter activity
O95528,go_classifier,function,dehydroascorbic acid transmembrane transporter activity
O95528,go_classifier,process,artery development
O95528,go_classifier,process,cell redox homeostasis
O95528,go_classifier,process,circulatory system development
O95528,go_classifier,process,D-glucose import across plasma membrane
O95528,go_classifier,process,D-glucose transmembrane transport
O95528,go_classifier,process,dehydroascorbic acid transport
O95528,go_classifier,process,embryonic skeletal joint development
O95528,go_classifier,process,galactose transmembrane transport
O95528,go_classifier,process,hexose transmembrane transport
O95528,go_classifier,process,negative regulation of connective tissue growth factor production
O95528,go_classifier,process,negative regulation of gene expression
O95528,go_classifier,process,negative regulation of integrin-mediated signaling pathway
O95528,go_classifier,process,negative regulation of proteoglycan biosynthetic process
O95528,go_classifier,process,negative regulation of transforming growth factor beta receptor signaling pathway
O95528,go_classifier,process,positive regulation of gene expression
O95528,go_classifier,process,positive regulation of proteoglycan biosynthetic process
O95528,go_classifier,process,positive regulation of transforming growth factor beta receptor signaling pathway
O95528,go_classifier,process,regulation of extracellular matrix organization
O95528,go_classifier,process,skin development
O95528,go_classifier,process,transport across blood-brain barrier
Q9BYW1,synonym,Glucose transporter type 11,
Q9BYW1,synonym,GLUT-11,
Q9BYW1,synonym,GLUT11,
Q9BYW1,pfam,PF00083,Sugar_tr
Q9BYW1,go_classifier,component,nucleoplasm
Q9BYW1,go_classifier,function,D-glucose transmembrane transporter activity
Q9BYW1,go_classifier,function,fructose transmembrane transporter activity
Q9BYW1,go_classifier,function,sugar transmembrane transporter activity
Q9BYW1,go_classifier,process,D-glucose transmembrane transport
Q9BYW1,go_classifier,process,fructose transmembrane transport
Q9BYW1,go_classifier,process,hexose transmembrane transport
Q8TD20,synonym,Glucose transporter type 12,
Q8TD20,synonym,GLUT-12,
Q8TD20,synonym,GLUT12,
Q8TD20,pfam,PF00083,Sugar_tr
Q8TD20,go_classifier,component,membrane
Q8TD20,go_classifier,function,D-glucose transmembrane transporter activity
Q8TD20,go_classifier,process,circulatory system development
Q8TD20,go_classifier,process,D-glucose transmembrane transport
Q8TD20,go_classifier,process,hexose transmembrane transport
P31639,synonym,Low affinity sodium-glucose cotransporter,
P31639,synonym,Na(+)/glucose cotransporter 2,
P31639,synonym,SGLT2,
P31639,synonym,Solute carrier family 5 member 2,
P31639,pfam,PF00474,SSF
P31639,go_classifier,component,apical plasma membrane
P31639,go_classifier,component,membrane
P31639,go_classifier,function,alpha-glucoside transmembrane transporter activity
P31639,go_classifier,function,D-glucose
P31639,go_classifier,function,D-glucose transmembrane transporter activity
P31639,go_classifier,function,low-affinity D-glucose
P31639,go_classifier,function,metal ion binding
P31639,go_classifier,process,alpha-glucoside transport
P31639,go_classifier,process,D-glucose import across plasma membrane
P31639,go_classifier,process,hexose transmembrane transport
P31639,go_classifier,process,renal D-glucose absorption
P31639,go_classifier,process,sodium ion import across plasma membrane
P31639,go_classifier,process,sodium ion transport
P02689,synonym,Peripheral myelin protein 2,
P02689,pfam,PF00061,Lipocalin
P02689,go_classifier,component,cytosol
P02689,go_classifier,component,nucleus
P02689,go_classifier,process,fatty acid transport
P40859,synonym,1.5.3.1,
P40859,synonym,MSOX,
P40859,synonym,sox,
P40859,pfam,PF01266,DAO
P40859,go_classifier,component,cytoplasm
P40859,go_classifier,function,sarcosine oxidase activity
P40859,go_classifier,process,tetrahydrofolate metabolic process
O14757,synonym,2.7.11.1,
O14757,synonym,Cell cycle checkpoint kinase,
O14757,synonym,Checkpoint kinase-1,
O14757,synonym,CHK1,
O14757,synonym,CHK1 checkpoint homolog,
O14757,pfam,PF00069,Pkinase
O14757,go_classifier,component,cytoplasm
O14757,go_classifier,component,protein-containing complex
O14757,go_classifier,function,histone H3T11 kinase activity
O14757,go_classifier,function,protein domain specific binding
O14757,go_classifier,function,protein serine kinase activity
O14757,go_classifier,process,apoptotic process
O14757,go_classifier,process,apoptotic process involved in development
O14757,go_classifier,process,chromatin remodeling
O14757,go_classifier,process,DNA damage checkpoint signaling
O14757,go_classifier,process,DNA damage response
O14757,go_classifier,process,inner cell mass cell proliferation
O14757,go_classifier,process,mitotic G2 DNA damage checkpoint signaling
O14757,go_classifier,process,mitotic G2/M transition checkpoint
O14757,go_classifier,process,negative regulation of G0 to G1 transition
O14757,go_classifier,process,"negative regulation of gene expression, epigenetic"
O14757,go_classifier,process,nucleus organization
O14757,go_classifier,process,positive regulation of cell cycle
O14757,go_classifier,process,protein phosphorylation
O14757,go_classifier,process,regulation of cell population proliferation
O14757,go_classifier,process,regulation of signal transduction by p53 class mediator
O14757,go_classifier,process,signal transduction in response to DNA damage
P00800,synonym,3.4.24.27,
P00800,synonym,Thermostable neutral proteinase,
P00800,pfam,PF07504,FTP
P00800,pfam,PF03413,PepSY
P00800,pfam,PF01447,Peptidase_M4
P00800,pfam,PF02868,Peptidase_M4_C
P00800,go_classifier,component,extracellular region
P00800,go_classifier,function,metal ion binding
P00800,go_classifier,function,metalloendopeptidase activity
P17612,synonym,2.7.11.11,
P17612,synonym,PKA C-alpha,
P17612,synonym,PKACA,
P17612,pfam,PF00069,Pkinase
P17612,go_classifier,component,acrosomal vesicle
P17612,go_classifier,component,cytoplasm
P17612,go_classifier,component,glutamatergic synapse
P17612,go_classifier,component,mitochondrial matrix
P17612,go_classifier,component,nuclear speck
P17612,go_classifier,component,plasma membrane
P17612,go_classifier,component,postsynapse
P17612,go_classifier,component,sperm flagellum
P17612,go_classifier,function,channel activator activity
P17612,go_classifier,function,magnesium ion binding
P17612,go_classifier,function,manganese ion binding
P17612,go_classifier,function,protein domain specific binding
P17612,go_classifier,function,protein kinase activity
P17612,go_classifier,function,protein serine kinase activity
P17612,go_classifier,function,protein serine/threonine kinase activity
P17612,go_classifier,process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P17612,go_classifier,process,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
P17612,go_classifier,process,cAMP/PKA signal transduction
P17612,go_classifier,process,cellular response to cold
P17612,go_classifier,process,cellular response to heat
P17612,go_classifier,process,cytokine-mediated signaling pathway
P17612,go_classifier,process,high-density lipoprotein particle assembly
P17612,go_classifier,process,mitochondrial protein catabolic process
P17612,go_classifier,process,mRNA processing
P17612,go_classifier,process,negative regulation of glycolytic process through fructose-6-phosphate
P17612,go_classifier,process,negative regulation of interleukin-2 production
P17612,go_classifier,process,negative regulation of smoothened signaling pathway
P17612,go_classifier,process,negative regulation of TORC1 signaling
P17612,go_classifier,process,positive regulation of calcium-mediated signaling
P17612,go_classifier,process,positive regulation of cholesterol biosynthetic process
P17612,go_classifier,process,positive regulation of gluconeogenesis
P17612,go_classifier,process,positive regulation of insulin secretion
P17612,go_classifier,process,postsynaptic modulation of chemical synaptic transmission
P17612,go_classifier,process,protein export from nucleus
P17612,go_classifier,process,protein localization to lipid droplet
P17612,go_classifier,process,regulation of cardiac conduction
P17612,go_classifier,process,regulation of cell cycle
P17612,go_classifier,process,regulation of macroautophagy
P17612,go_classifier,process,signal transduction
P68826,synonym,3.5.1.88,
P68826,synonym,def1,
P68826,synonym,PDF,
P68826,synonym,pdf1,
P68826,synonym,Polypeptide deformylase,
P68826,pfam,PF01327,Pep_deformylase
P68826,go_classifier,function,iron ion binding
P68826,go_classifier,function,peptide deformylase activity
P68826,go_classifier,process,translation
Q46891,synonym,2-dehydrotetronate isomerase,
Q46891,synonym,5.3.1.22,
Q46891,synonym,5.3.1.35,
Q46891,synonym,Glyoxylate-induced protein YgbM,
Q46891,synonym,Putative hydroxypyruvate isomerase YgbM,
Q46891,synonym,ygbM,
Q46891,pfam,PF01261,AP_endonuc_2
Q46891,go_classifier,function,hydroxypyruvate isomerase activity
Q59643,synonym,4.2.1.24,
Q59643,synonym,ALAD,
Q59643,synonym,Porphobilinogen synthase,
Q59643,pfam,PF00490,ALAD
Q59643,go_classifier,component,cytosol
Q59643,go_classifier,function,porphobilinogen synthase activity
Q59643,go_classifier,function,zinc ion binding
Q59643,go_classifier,process,heme biosynthetic process
Q59643,go_classifier,process,porphyrin-containing compound biosynthetic process
Q59643,go_classifier,process,protoporphyrinogen IX biosynthetic process
P0A6D3,synonym,2.5.1.19,
P0A6D3,synonym,5-enolpyruvylshikimate-3-phosphate synthase,
P0A6D3,synonym,EPSP synthase,
P0A6D3,synonym,EPSPS,
P0A6D3,pfam,PF00275,EPSP_synthase
P0A6D3,go_classifier,component,cytosol
P0A6D3,go_classifier,function,3-phosphoshikimate 1-carboxyvinyltransferase activity
P0A6D3,go_classifier,process,aromatic amino acid family biosynthetic process
P0A6D3,go_classifier,process,chorismate biosynthetic process
P00780,synonym,3.4.21.62,
P00780,synonym,apr,
P00780,pfam,PF00082,Peptidase_S8
P00780,pfam,PF05922,Inhibitor_I9
P00780,go_classifier,component,extracellular region
P00780,go_classifier,function,metal ion binding
P00780,go_classifier,function,serine-type endopeptidase activity
P00780,go_classifier,process,sporulation resulting in formation of a cellular spore
P0A6K3,synonym,3.5.1.88,
P0A6K3,synonym,fms,
P0A6K3,synonym,PDF,
P0A6K3,synonym,Polypeptide deformylase,
P0A6K3,pfam,PF01327,Pep_deformylase
P0A6K3,go_classifier,component,cytosol
P0A6K3,go_classifier,function,ferrous iron binding
P0A6K3,go_classifier,function,hydrolase activity
P0A6K3,go_classifier,function,peptide deformylase activity
P0A6K3,go_classifier,function,ribosome binding
P0A6K3,go_classifier,function,zinc ion binding
P0A6K3,go_classifier,process,co-translational protein modification
P0A6K3,go_classifier,process,N-terminal protein amino acid modification
P0A6K3,go_classifier,process,translation
P05041,synonym,2.6.1.85,
P05041,synonym,4-amino-4-deoxychorismate synthase component 1,
P05041,synonym,ADC synthase,
P05041,pfam,PF04715,Anth_synt_I_N
P05041,pfam,PF00425,Chorismate_bind
P05041,go_classifier,function,4-amino-4-deoxychorismate synthase activity
P05041,go_classifier,function,magnesium ion binding
P05041,go_classifier,function,oxo-acid-lyase activity
P05041,go_classifier,process,folic acid biosynthetic process
P05041,go_classifier,process,tetrahydrofolate biosynthetic process
P0A7E1,synonym,1.3.5.2,
P0A7E1,synonym,DHOD,
P0A7E1,synonym,DHODase,
P0A7E1,synonym,DHOdehase,
P0A7E1,synonym,Dihydroorotate oxidase,
P0A7E1,pfam,PF01180,DHO_dh
P0A7E1,go_classifier,component,cytoplasm
P0A7E1,go_classifier,component,cytosol
P0A7E1,go_classifier,component,membrane
P0A7E1,go_classifier,component,plasma membrane
P0A7E1,go_classifier,function,dihydroorotate dehydrogenase activity
P0A7E1,go_classifier,function,FMN binding
P0A7E1,go_classifier,process,'de novo' pyrimidine nucleobase biosynthetic process
P0A7E1,go_classifier,process,'de novo' UMP biosynthetic process
Q60099,synonym,2-haloalkanoic acid dehalogenase,
Q60099,synonym,3.8.1.2,
Q60099,synonym,Halocarboxylic acid halidohydrolase,
Q60099,synonym,L-2-haloacid dehalogenase,
Q60099,go_classifier,function,(S)-2-haloacid dehalogenase activity
P0A1V8,synonym,3.5.2.6,
P0A1V8,synonym,oxa2,
P0A1V8,synonym,Penicillinase,
P0A1V8,pfam,PF00905,Transpeptidase
P0A1V8,go_classifier,function,beta-lactamase activity
P0A1V8,go_classifier,function,penicillin binding
P0A1V8,go_classifier,process,antibiotic catabolic process
P0A1V8,go_classifier,process,response to antibiotic
P42321,synonym,1.11.1.6,
P42321,pfam,PF00199,Catalase
P42321,pfam,PF06628,Catalase-rel
P42321,go_classifier,component,cytoplasm
P42321,go_classifier,function,catalase activity
P42321,go_classifier,function,heme binding
P42321,go_classifier,function,metal ion binding
P42321,go_classifier,process,hydrogen peroxide catabolic process
P42321,go_classifier,process,response to oxidative stress
O07347,synonym,3.6.5.4,
O07347,synonym,Fifty-four homolog,
O07347,pfam,PF00448,SRP54
O07347,pfam,PF02881,SRP54_N
O07347,pfam,PF02978,SRP_SPB
O07347,go_classifier,component,signal recognition particle
O07347,go_classifier,function,7S RNA binding
O07347,go_classifier,function,GTP binding
O07347,go_classifier,function,GTPase activity
O07347,go_classifier,process,SRP-dependent cotranslational protein targeting to membrane
P22629,synonym,Streptavidin precursor,
P22629,pfam,PF01382,Avidin
P22629,go_classifier,component,extracellular region
P0A733,synonym,4.2.3.3,
P0A733,synonym,MGS,
P0A733,pfam,PF02142,MGS
P0A733,go_classifier,component,cytoplasm
P0A733,go_classifier,function,methylglyoxal synthase activity
P0A733,go_classifier,process,methylglyoxal biosynthetic process
Q13363,synonym,1.1.1.-,
Q13363,synonym,CTBP,
Q13363,synonym,CtBP1,
Q13363,pfam,PF00389,2-Hacid_dh
Q13363,pfam,PF02826,2-Hacid_dh_C
Q13363,go_classifier,component,GABA-ergic synapse
Q13363,go_classifier,component,glutamatergic synapse
Q13363,go_classifier,component,presynaptic active zone cytoplasmic component
Q13363,go_classifier,component,transcription repressor complex
Q13363,go_classifier,function,chromatin binding
Q13363,go_classifier,function,DNA-binding transcription factor binding
Q13363,go_classifier,function,identical protein binding
Q13363,go_classifier,function,RNA polymerase II-specific DNA-binding transcription factor binding
Q13363,go_classifier,function,transcription coactivator activity
Q13363,go_classifier,function,transcription coregulator binding
Q13363,go_classifier,function,transcription corepressor activity
Q13363,go_classifier,function,transcription corepressor binding
Q13363,go_classifier,process,negative regulation of cell population proliferation
Q13363,go_classifier,process,negative regulation of DNA-templated transcription
Q13363,go_classifier,process,negative regulation of transcription by RNA polymerase II
Q13363,go_classifier,process,regulation of transcription by RNA polymerase II
Q13363,go_classifier,process,synaptic vesicle clustering
Q13363,go_classifier,process,synaptic vesicle endocytosis
Q9X0N8,synonym,3.1.1.31,
Q9X0N8,synonym,6PGL,
Q9X0N8,synonym,devB,
Q9X0N8,pfam,PF01182,Glucosamine_iso
Q9X0N8,go_classifier,function,6-phosphogluconolactonase activity
Q9X0N8,go_classifier,process,carbohydrate metabolic process
Q9X0N8,go_classifier,process,pentose-phosphate shunt
P9WPE1,synonym,4.1.-.-,
P9WPE1,pfam,PF03328,HpcH_HpaI
P9WPE1,go_classifier,function,lyase activity
P9WPE1,go_classifier,function,magnesium ion binding
P9WPE1,go_classifier,process,oxaloacetate metabolic process
O14936,synonym,2.7.11.1,
O14936,synonym,Calcium/calmodulin-dependent serine protein kinase,
O14936,synonym,hCASK,
O14936,synonym,LIN2,
O14936,synonym,Protein lin-2 homolog,
O14936,pfam,PF00625,Guanylate_kin
O14936,pfam,PF07653,SH3_2
O14936,pfam,PF02828,L27
O14936,pfam,PF00069,Pkinase
O14936,pfam,PF00595,PDZ
O14936,go_classifier,component,Schaffer collateral - CA1 synapse
O14936,go_classifier,function,calmodulin binding
O14936,go_classifier,function,neurexin family protein binding
O14936,go_classifier,function,protein serine kinase activity
O14936,go_classifier,function,signaling receptor binding
O14936,go_classifier,process,establishment of localization in cell
O14936,go_classifier,process,positive regulation of transcription by RNA polymerase II
O14936,go_classifier,process,protein localization
O14936,go_classifier,process,regulation of neurotransmitter secretion
O14936,go_classifier,process,regulation of synaptic vesicle exocytosis
P9WKE9,synonym,2.7.4.8,
P9WKE9,synonym,GMP kinase,
P9WKE9,pfam,PF00625,Guanylate_kin
P9WKE9,go_classifier,component,cytosol
P9WKE9,go_classifier,function,adenylate kinase activity
P9WKE9,go_classifier,function,ATP binding
P9WKE9,go_classifier,function,GDP binding
P9WKE9,go_classifier,function,GMP binding
P9WKE9,go_classifier,function,guanylate kinase activity
P9WKE9,go_classifier,function,magnesium ion binding
P9WKE9,go_classifier,process,growth
Q9X278,synonym,2.7.2.7,
Q9X278,synonym,BK 2,
Q9X278,synonym,Branched-chain carboxylic acid kinase 2,
Q9X278,pfam,PF00871,Acetate_kinase
Q9X278,go_classifier,component,cytoplasm
Q9X278,go_classifier,function,ATP binding
Q9X278,go_classifier,function,butyrate kinase activity
Q9BVM4,synonym,4.3.2.8,
Q9BVM4,synonym,A2LD1,
Q9BVM4,synonym,AIG2-like domain-containing protein 1,
Q9BVM4,synonym,Gamma-glutamylamine cyclotransferase,
Q9BVM4,synonym,GGACT,
Q9BVM4,pfam,PF06094,GGACT
Q9BVM4,go_classifier,component,cytosol
Q9BVM4,go_classifier,function,gamma-glutamylaminecyclotransferase activity
Q9BVM4,go_classifier,process,modified amino acid catabolic process
P20472,synonym,Alpha-parvalbumin,
P20472,synonym,Alpha-PV,
P20472,pfam,PF13499,EF-hand_7
P20472,go_classifier,component,axon
P20472,go_classifier,component,cytoplasm
P20472,go_classifier,component,synapse
P20472,go_classifier,process,excitatory chemical synaptic transmission
P20472,go_classifier,process,gene expression
P20472,go_classifier,process,inhibitory chemical synaptic transmission
P14621,synonym,3.6.1.7,
P14621,synonym,"Acylphosphatase, muscle type isozyme",
P14621,synonym,Acylphosphate phosphohydrolase 2,
P14621,synonym,ACYP,
P14621,pfam,PF00708,Acylphosphatase
P14621,go_classifier,component,mitochondrion
P14621,go_classifier,function,identical protein binding
Q81C15,synonym,Uncharacterized protein,
Q81C15,pfam,PF03992,ABM
P80357,synonym,2.3.1.109,
P80357,synonym,AOST,
P80357,synonym,ARUAI,
P80357,synonym,aruF,
P80357,synonym,AST,
P80357,pfam,PF04958,AstA
P80357,go_classifier,function,arginine N-succinyltransferase activity
P80357,go_classifier,process,arginine catabolic process to succinate
P39841,synonym,5.3.1.8,
P39841,synonym,Phosphohexomutase,
P39841,synonym,Phosphomannose isomerase,
P39841,synonym,pmi,
P39841,go_classifier,function,mannose-6-phosphate isomerase activity
P39841,go_classifier,function,zinc ion binding
P39841,go_classifier,process,carbohydrate metabolic process
Q9X0V0,synonym,"Mannoside ABC transport system, sugar-binding protein",
Q9X0V0,synonym,"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein",
Q9X0V0,pfam,PF00496,SBP_bac_5
Q9X0V0,go_classifier,component,ATP-binding cassette (ABC) transporter complex
Q9X0V0,go_classifier,function,metal ion binding
Q9X0V0,go_classifier,process,transmembrane transport
P75914,synonym,3.1.3.-,
P75914,pfam,PF02811,PHP
P75914,go_classifier,component,cytosol
P75914,go_classifier,function,DNA binding
P75914,go_classifier,function,DNA-directed DNA polymerase activity
P75914,go_classifier,function,phosphatase activity
P75914,go_classifier,function,phosphoric ester hydrolase activity
P75914,go_classifier,function,zinc ion binding
P75914,go_classifier,process,bacterial-type flagellum-dependent swarming motility
P75914,go_classifier,process,DNA replication
O34714,synonym,4.1.1.2,
O34714,synonym,yvrK,
O34714,pfam,PF00190,Cupin_1
O34714,go_classifier,component,cytoplasm
O34714,go_classifier,function,metal ion binding
O34714,go_classifier,function,nutrient reservoir activity
O34714,go_classifier,function,oxalate decarboxylase activity
P16544,synonym,1.3.1.-,
P16544,go_classifier,function,oxidoreductase activity
P16544,go_classifier,process,antibiotic biosynthetic process
Q9NQX3,synonym,GPH,
Q9NQX3,synonym,KIAA1385,
Q9NQX3,pfam,PF00994,MoCF_biosynth
Q9NQX3,pfam,PF03454,MoeA_C
