interactant_id,name,organism
BE0011001,MHC class II protein complex,Humans
BE0003813,"V-type proton ATPase subunit B, brain isoform",Humans
BE0002427,HBsAg,HBV
BE0011014,Presenilin-2,Humans
BE0004731,Protein-tyrosine kinase 6,Humans
BE0003379,Angiopoietin-1 receptor,Humans
BE0002438,Interleukin-13,Humans
BE0002446,Epithelial cell adhesion molecule,Humans
BE0003440,Thrombopoietin receptor,Humans
BE0004747,Protective antigen,Bacillus anthracis
BE0009346,Sodium/iodide cotransporter,Humans
BE0009875,Microbial proteins,
BE0009873,Thyroglobulin,Humans
BE0009874,Pendrin,Humans
BE0003374,E3 ubiquitin-protein transferase MAEA,Humans
BE0003375,Scavenger receptor cysteine-rich type 1 protein M130,Humans
BE0004386,Mitogen-activated protein kinase kinase kinase 9,Humans
BE0004772,Receptor tyrosine-protein kinase erbB-4,Humans
BE0002854,Beta-2-glycoprotein 1,Humans
BE0003415,Interleukin-23 subunit alpha,Humans
BE0004701,Genome polyprotein,Hepatitis C Virus
BE0003427,Genome polyprotein,
BE0004845,mRNA of ApoB-100,Humans
BE0009908,Apolipoprotein B-100,Humans
BE0003399,Free fatty acid receptor 4,Humans
BE0003479,Tumor necrosis factor receptor superfamily member 8,Humans
BE0012862,Interleukin-12 subunit alpha,Humans
BE0009911,Haptoglobin,Humans
BE0010183,Cytochrome P450 7A1,Humans
BE0009697,Phosphodiesterase isozyme 4,Humans
BE0008663,Interleukin-23,Humans
BE0000070,Group 10 secretory phospholipase A2,Humans
BE0003422,Far upstream element-binding protein 1,Humans
BE0004703,Parathyroid hormone 2 receptor,Humans
BE0004857,Glycine receptor (alpha-1/beta),Humans
BE0003435,Growth/differentiation factor 8,Humans
BE0003436,Programmed cell death protein 1,Humans
BE0001150,Stromal cell-derived factor 1,Humans
BE0008666,DMD-001 gene (exon 51 target site),Humans
BE0003430,Mitogen-activated protein kinase kinase kinase 1,Humans
BE0009802,Aldo-keto reductase family,Humans
BE0003432,Heat shock protein beta-1,Humans
BE0004839,NAPQI (N-acetyl-p-benzoquinone imine),Humans
BE0009339,Free radicals,Humans
BE0005802,G-protein coupled receptor 55,Humans
BE0000887,Cytotoxic T-lymphocyte protein 4,Humans
BE0009857,Hyaluronic acid,Humans and other mammals
BE0005806,Dihydropyrimidinase-related protein 2,Humans
BE0003483,"HLA class I histocompatibility antigen, A alpha chain",Humans
BE0003484,Serine/threonine protein kinase UL97,HHV-5
BE0002104,Tetranectin,Humans
BE0002105,"Keratin, type II cytoskeletal 8",Humans
BE0002859,Interleukin-6 receptor subunit alpha,Humans
BE0010013,Interleukin-6 receptor subunit beta,Humans
BE0004004,NS3 protease,Hepatitis C Virus
BE0009412,Tyrosine-protein kinase receptor UFO,Humans
BE0003492,SLAM family member 7,Humans
BE0003496,B-lymphocyte antigen CD19,Humans
BE0004734,Interleukin-1 alpha,Humans
BE0004735,Interleukin-1 receptor antagonist protein,Humans
BE0003501,Mucin-1,Humans
BE0008658,Corticotropin-releasing factor receptor 1,Humans
BE0000457,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,Humans
BE0003090,Focal adhesion kinase 1,Humans
BE0000967,Tissue factor pathway inhibitor,Humans
BE0009757,Sodium/hydrogen exchanger 3,Humans
BE0001113,CD44 antigen,Humans
BE0003520,Interleukin-4,Humans
BE0004714,SH2B adapter protein 3,Humans
BE0009560,"Ferredoxin--NADP reductase, apicoplast",Plasmodium falciparum (isolate 3D7)
BE0004744,Dual specificity mitogen-activated protein kinase kinase 2,Humans
BE0004745,Mitogen-activated protein kinase kinase kinase 2,Humans
BE0004384,Calcium/calmodulin-dependent protein kinase type II subunit gamma,Humans
BE0009385,Tyrosine-protein kinase Tec,Humans
BE0004041,STE20-like serine/threonine-protein kinase,Humans
BE0004715,Potassium voltage-gated channel subfamily A member 2,Humans
BE0004718,Potassium voltage-gated channel subfamily A member 6,Humans
BE0004719,Potassium voltage-gated channel subfamily A member 7,Humans
BE0004720,Potassium voltage-gated channel subfamily A member 10,Humans
BE0004721,Potassium voltage-gated channel subfamily B member 1,Humans
BE0004722,Potassium voltage-gated channel subfamily B member 2,Humans
BE0004723,Voltage-gated potassium channel KCNC1,Humans
BE0004724,Voltage-gated potassium channel KCNC2,Humans
BE0004725,Voltage-gated potassium channel KCNC3,Humans
BE0004726,A-type voltage-gated potassium channel KCND1,Humans
BE0003383,Growth hormone secretagogue receptor type 1,Humans
BE0008956,"60 kDa heat shock protein, mitochondrial",Humans
BE0003529,Somatostatin receptor type 3,Humans
BE0000452,Somatostatin receptor type 1,Humans
BE0005864,Orexin/Hypocretin receptor type 1,Humans
BE0010325,T-cell-specific surface glycoprotein CD28,Humans
BE0004817,Calcium ions,Humans
BE0004824,Tyrosine,Humans
BE0009719,Glucocorticoid binding proteins,Humans
BE0002114,Bone marrow proteoglycan,Humans
BE0009340,"Beta,beta-carotene 15,15'-dioxygenase",Humans
BE0004777,Sodium- and chloride-dependent betaine transporter,Humans
BE0005824,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,Humans
BE0005210,Cytoplasmic aconitate hydratase,Humans
BE0009903,Metal cation symporter ZIP14,Humans
BE0008685,Natural resistance-associated macrophage protein 2,Humans
BE0009899,Calcium/manganese antiporter SLC30A10,Humans
BE0009326,30 kDa immediate-early protein 2,Human cytomegalovirus (strain Towne)
BE0009327,45 kDa immediate-early protein 2,Human cytomegalovirus (strain Towne)
BE0010226,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,Humans
BE0008968,Alpha-actinin-1,Humans
BE0009007,Prohibitin-2,Humans
BE0004671,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",Humans
BE0008684,Protein-lysine 6-oxidase,Humans
BE0004855,Gag-Pol polyprotein,Human immunodeficiency virus 1
BE0004687,A disintegrin and metalloproteinase with thrombospondin motifs 4,Humans
BE0009513,Phosphatidylinositol 4-kinase beta,Humans
BE0003745,Serine/threonine-protein kinase PLK1,Humans
BE0003785,Arylsulfate sulfotransferase AssT,Escherichia coli O1:K1 / APEC
BE0003792,Calcium/calmodulin-dependent protein kinase type II subunit beta,Humans
BE0003796,Serine/threonine-protein kinase Nek2,Humans
BE0003798,Poly [ADP-ribose] polymerase 2,Humans
BE0003801,Replicase polyprotein 1ab,SARS-CoV
BE0003839,Serine/threonine-protein kinase/endoribonuclease IRE1,Humans
BE0003862,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",Humans
BE0003984,Casein kinase II subunit alpha',Humans
BE0009579,Polyamine deacetylase HDAC10,Humans
BE0004043,Dual specificity protein kinase CLK3,Humans
BE0004049,Protein mono-ADP-ribosyltransferase PARP3,Humans
BE0004077,Cyclin-dependent kinase 16,Humans
BE0004071,GTPase KRas,Humans
BE0004080,Neocarzinostatin,Streptomyces carzinostaticus
BE0001172,RAC-beta serine/threonine-protein kinase,Humans
BE0004102,Bontoxilysin-A,Clostridium botulinum
BE0004108,Calcium/calmodulin-dependent protein kinase type II subunit delta,Humans
BE0004109,Serine/threonine-protein kinase 26,Humans
BE0004118,Profilin-1,Humans
BE0004122,Enolase-phosphatase E1,Humans
BE0004140,Ephrin type-A receptor 7,Humans
BE0004147,Calcium/calmodulin-dependent protein kinase type 1G,Humans
BE0004191,Rho-associated protein kinase 2,Humans
BE0000358,Calcineurin subunit B type 1,Humans
BE0004271,Tyrosine-protein kinase Mer,Humans
BE0009478,MAP kinase-activated protein kinase 5,Humans
BE0004294,Myosin-7,Humans
BE0004324,Calcium/calmodulin-dependent protein kinase type 1D,Humans
BE0002349,Proteasome subunit beta type-2,Humans
BE0004344,Interleukin-1 receptor-associated kinase 4,Humans
BE0009125,Enoyl-[acyl-carrier-protein] reductase [NADH],Bacillus anthracis
BE0004347,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI,Staphylococcus aureus (strain MRSA252)
BE0001126,Protein c-Fos,Humans
BE0004702,Hyaluronan mediated motility receptor,Humans
BE0010044,Lymphatic vessel endothelial hyaluronic acid receptor 1,Humans
BE0004606,Versican core protein,Humans
BE0004930,"Complement component 1 Q subcomponent-binding protein, mitochondrial",Humans
BE0004933,Hyaluronan and proteoglycan link protein 1,Humans
BE0004935,Hyaluronan and proteoglycan link protein 3,Humans
BE0004940,Factor VII-activating protease,Humans
BE0004944,Layilin,Humans
BE0004948,Stabilin-2,Humans
BE0004942,Interphotoreceptor matrix proteoglycan 2,Humans
BE0004943,Intracellular hyaluronan-binding protein 4,Humans
BE0010043,Hyaluronidase enzymes,Humans
BE0004750,ATP-binding cassette sub-family G member 5,Humans
BE0004751,ATP-binding cassette sub-family G member 8,Humans
BE0004785,Solute carrier family 22 member 21,Mouse
BE0009534,Proto-oncogene tyrosine-protein kinase ROS,Humans
BE0009490,Macrophage-stimulating protein receptor,Humans
BE0002432,Sphingosine 1-phosphate receptor 5,Humans
BE0008652,Sphingosine 1-phosphate receptor 1,Humans
BE0009881,Sphingosine 1-phosphate receptor 3,Humans
BE0009882,Sphingosine 1-phosphate receptor 4,Humans
BE0004732,RNA polymerase sigma factor SigA,Clostridium difficile (strain 630)
BE0009404,Tyrosine-protein kinase receptor TYRO3,Humans
BE0003148,Placenta growth factor,Humans
BE0001125,Alpha-2-antiplasmin,Humans
BE0004739,Proteasome subunit beta type-8,Humans
BE0004737,Proteasome subunit beta type-9,Humans
BE0004738,Proteasome subunit beta type-10,Humans
BE0003502,Guanylyl cyclase C,Humans
BE0004748,ATP synthase subunit c,Mycobacterium tuberculosis
BE0004757,Serine/threonine-protein kinase SIK1,Humans
BE0004758,Serine/threonine-protein kinase Nek11,Humans
BE0004759,LIM domain kinase 1,Humans
BE0013774,Retinal guanylyl cyclase 1,Humans
BE0008657,Lysosomal protective protein,Humans
BE0010283,Tubulin,Humans
BE0009920,Transmembrane protease serine 2,Humans
BE0009664,Aquaporin-3,Humans
BE0008651,Nonstructural protein 5A,Hepatitis C Virus
BE0005863,Interleukin-17A,Humans
BE0005865,Orexin receptor type 2,Humans
BE0010215,leucine--tRNA ligase,Trichophyton rubrum
BE0027701,Delta(14)-sterol reductase ERG24,Baker's yeast
BE0027702,C-8 sterol isomerase ERG2,Baker's yeast
BE0009590,Sodium channel protein type 7 subunit alpha,Humans
BE0008648,OXA-48 carbapenemase,Klebsiella pneumoniae
BE0008649,Carbapenem-hydrolyzing beta-lactamase KPC-2,Klebsiella pneumoniae
BE0008650,Beta-lactamase,Escherichia coli
BE0008647,Extended-spectrum beta-lactamase PER-1,Pseudomonas aeruginosa
BE0009153,G-protein coupled receptor 12,Humans
BE0009158,Transient receptor potential cation channel subfamily V member 2,Humans
BE0009156,N-acylethanolamine-hydrolyzing acid amidase,Humans
BE0014244,Corticotropin-releasing factor receptor 2,Humans
BE0010052,"3-ketoacyl-CoA thiolase, mitochondrial",Humans
BE0008675,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Humans
BE0008624,GD2 disialoganglioside,Humans
BE0009441,Ephrin type-B receptor 1,Humans
BE0010057,Superoxide Dismutases,Humans
BE0009273,Somatostatin receptor type 4,Humans
BE0009855,Type II iodothyronine deiodinase,Humans
BE0009333,Thyroxine 5-deiodinase,Humans
BE0009763,Sulfotransferase 1C2,Humans
BE0008653,Pyrophosphate,
BE0005793,P2X purinoceptor 4,Humans
BE0005156,Histone H2B type 1-C/E/F/G/I,Humans
BE0005131,Histone H1.4,Humans
BE0005013,"Actin, cytoplasmic 2",Humans
BE0008957,Heat shock 70 kDa protein 13,Humans
BE0008958,Cell growth-regulating nucleolar protein,Mouse
BE0008959,Small ribosomal subunit protein uS5,Humans
BE0009139,Serine/arginine-rich splicing factor 1,Humans
BE0008960,Heterogeneous nuclear ribonucleoproteins A2/B1,Humans
BE0008961,Heterogeneous nuclear ribonucleoprotein H,Humans
BE0008962,Heterogeneous nuclear ribonucleoprotein H3,Humans
BE0008963,Cobalt-precorrin-5B C(1)-methyltransferase,Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222)
BE0008964,Heterogeneous nuclear ribonucleoprotein L,Humans
BE0008965,"Splicing factor, proline- and glutamine-rich",Humans
BE0008966,Splicing factor 3A subunit 2,Humans
BE0008967,Small ribosomal subunit protein RACK1,Humans
BE0000039,Transketolase,Humans
BE0008970,Stress-induced-phosphoprotein 1,Humans
BE0008972,Eukaryotic translation initiation factor 6,Humans
BE0008973,Eukaryotic initiation factor 4A-I,Humans
BE0008974,14-3-3 protein beta/alpha,Humans
BE0008975,Hepatoma-derived growth factor,Humans
BE0005284,Chloride intracellular channel protein 1,Humans
BE0008976,Proteasome activator complex subunit 1,Humans
BE0001179,Phosphatidylethanolamine-binding protein 1,Humans
BE0008977,Phosphoglycerate mutase 1,Humans
BE0008978,Ran-specific GTPase-activating protein,Humans
BE0005818,Cytochrome c oxidase assembly factor SCO1,Humans
BE0008989,Alternative prion protein,Humans
BE0008995,Huntingtin,Humans
BE0005816,Ferroxidase HEPHL1,Humans
BE0000992,Parkinson disease protein 7,Humans
BE0000921,Islet amyloid polypeptide,Humans
BE0009046,Tachykinin-3,Humans
BE0008979,Afamin,Humans
BE0008879,Apolipoprotein C-II,Humans
BE0008880,Apolipoprotein C-III,Humans
BE0009052,Complement component C9,Humans
BE0009056,Chromobox protein homolog 5,Humans
BE0005089,Immunoglobulin heavy constant gamma 4,Humans
BE0009059,Immunoglobulin lambda-like polypeptide 1,Humans
BE0009065,Leucine-rich alpha-2-glycoprotein,Humans
BE0009066,Lumican,Humans
BE0009068,Pigment epithelium-derived factor,Humans
BE0001181,Angiogenin,Humans
BE0008686,Cytochrome c oxidase copper chaperone,Humans
BE0008687,Hephaestin,Humans
BE0008688,Metallothionein,Humans
BE0008992,Cystatin-B,Humans
BE0005803,NADPH oxidase 1,Humans
BE0011000,Beta amyloid plaque,Humans
BE0008678,Mitochondrial 2-oxodicarboxylate carrier,Humans
BE0008677,Na(+)/citrate cotransporter,Humans
BE0008676,"Tricarboxylate transport protein, mitochondrial",Humans
BE0004961,Hydroxyapatite,Humans
BE0008720,Amorphous calcium phosphate,Humans
BE0008655,Nonstructural protein 5b,
BE0009334,Macrophage mannose receptor 1,Humans
BE0008642,Malaria protein EXP-1,Plasmodium falciparum
BE0003089,ATP-dependent Clp protease ATP-binding subunit ClpX,Helicobacter pylori (strain ATCC 700392 / 26695)
BE0009678,DNA polymerase,Human herpesvirus 2 (strain 186)
BE0002486,Glial cell line-derived neurotrophic factor,Humans
BE0000972,Beta-glucuronidase,Humans
BE0000883,N-acetylgalactosamine-6-sulfatase,Humans
BE0009329,Alpha-L-iduronidase,Humans
BE0008643,Proprotein convertase subtilisin/kexin type 9,Humans
BE0009702,Enolase,Lactobacillus casei (strain BL23)
BE0009703,Enolase,Streptococcus sanguinis (strain SK36)
BE0027492,Enolase,Streptococcus mutans serotype c (strain ATCC 700610 / UA159)
BE0003949,Ammonium transporter Rh type C,Humans
BE0002247,Very long chain fatty acid elongase 4,Humans
BE0005459,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Humans
BE0010064,Guanylate cyclase,Humans
BE0008659,Thyrotropin-releasing hormone receptor,Humans
BE0008680,Sodium-dependent phosphate transporter 2,Humans
BE0008681,Sodium-dependent phosphate transport protein 2A,Humans
BE0008682,Sodium-dependent phosphate transport protein 2B,Humans
BE0008683,Sodium-dependent phosphate transport protein 2C,Humans
BE0004619,Alpha-N-acetylgalactosaminidase,Humans
BE0003206,Ribonucleoside-diphosphate reductase 1 subunit beta,Escherichia coli (strain K12)
BE0010003,Aquaporin-7,Humans
BE0010004,Aquaporin-9,Humans
BE0002037,Glycerol uptake facilitator protein,Escherichia coli (strain K12)
BE0005031,Sodium/potassium-transporting ATPase subunit alpha-4,Humans
BE0005126,Transient receptor potential cation channel subfamily M member 6,Humans
BE0008673,Solute carrier family 41 member 3,Humans
BE0008674,Metal transporter CNNM2,Humans
BE0010200,Thiosulfate:glutathione sulfurtransferase,Humans
BE0010199,Solute carrier family 13 member 4,Humans
BE0000318,Secretin receptor,Humans
BE0010366,Secretin,Humans
BE0009001,Macrophage receptor MARCO,Humans
BE0001861,TGF-beta receptor type-2,Humans
BE0009883,B-lymphocytes,
BE0002476,Protein HTATIP2,Humans
BE0008691,Calcium and integrin-binding protein 1,Humans
BE0008692,Sorcin,Humans
BE0008693,Calcineurin B homologous protein 1,Humans
BE0002145,SPARC,Humans
BE0008694,Fibrillin-2,Humans
BE0008695,Calsequestrin-2,Humans
BE0005259,Regucalcin,Humans
BE0008696,Peflin,Humans
BE0002950,Protein S100-A6,Humans
BE0008697,Translationally-controlled tumor protein,Humans
BE0008698,Calcium and integrin-binding family member 2,Humans
BE0008699,Calsequestrin-1,Humans
BE0008700,Nucleobindin-1,Humans
BE0008701,Nucleobindin-2,Humans
BE0008702,Fibrillin-3,Humans
BE0008703,Grancalcin,Humans
BE0008704,Calcium-dependent secretion activator 1,Humans
BE0008707,Protein S100-A16,Humans
BE0008708,Calretinin,Humans
BE0008709,Calcyphosin,Humans
BE0008710,Calcium-dependent secretion activator 2,Humans
BE0008711,Calreticulin-3,Humans
BE0005274,Neurexin-1,Humans
BE0004557,Neuronal calcium sensor 1,Humans
BE0008690,Calbindin,Humans
BE0005102,Transient receptor potential cation channel subfamily V member 6,Humans
BE0005112,Transient receptor potential cation channel subfamily V member 5,Humans
BE0008712,Polycystin-2-like protein 1,Humans
BE0005296,Ryanodine receptor 3,Humans
BE0008713,Polycystin-1-like protein 3,Humans
BE0008714,Cation channel sperm-associated protein 1,Humans
BE0008717,Voltage-dependent P/Q-type calcium channel,Humans
BE0009373,Skin epithelial cells,Humans
BE0001214,Xylose isomerase,Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NCIMB 12654 / NBRC 102363 / 431)
BE0009546,Sweat ducts,Humans
BE0009358,Alpha-fetoprotein,Rat
BE0008986,Proteinase-activated receptor 4,Humans
BE0009352,Lung epithelial cells,Humans
BE0009556,GABA-A gated chloride channel,Onchocerca volvulus
BE0009557,ABC transporters,Onchocerca volvulus
BE0009755,Rabies Virus Proteins,Rabies virus (strain Pasteur vaccins / PV)
BE0010182,IgG receptor FcRn large subunit p51,Humans
BE0000949,Tumor necrosis factor receptor superfamily member 1B,Humans
BE0009022,"ATP synthase F(0) complex subunit g, mitochondrial",Humans
BE0009097,"ATP synthase peripheral stalk subunit OSCP, mitochondrial",Humans
BE0009098,Cysteine and glycine-rich protein 1,Humans
BE0009099,Filamin-A,Humans
BE0005795,Alpha-ketoglutarate-dependent dioxygenase FTO,Humans
BE0009100,Heterogeneous nuclear ribonucleoprotein D0,Humans
BE0009026,Heterogeneous nuclear ribonucleoprotein K,Humans
BE0009101,Heterochromatin protein 1-binding protein 3,Humans
BE0009102,Ras GTPase-activating-like protein IQGAP1,Humans
BE0003419,Puromycin-sensitive aminopeptidase,Humans
BE0009104,Large ribosomal subunit protein uL16,Humans
BE0009105,Large ribosomal subunit protein eL14,Humans
BE0009106,Large ribosomal subunit protein eL18,Humans
BE0009107,Large ribosomal subunit protein uL29,Humans
BE0009108,Large ribosomal subunit protein uL4,Humans
BE0009109,Small ribosomal subunit protein uS15,Humans
BE0009110,Small ribosomal subunit protein eS17,Humans
BE0009111,Small ribosomal subunit protein uS13,Humans
BE0009112,Small ribosomal subunit protein eS19,Humans
BE0009113,Small ribosomal subunit protein eS28,Humans
BE0009114,Small ribosomal subunit protein uS7,Humans
BE0009115,Small ribosomal subunit protein eS6,Humans
BE0009116,Small ribosomal subunit protein eS8,Humans
BE0009117,Small ribosomal subunit protein uS4,Humans
BE0009118,Splicing factor 1,Humans
BE0009119,Small nuclear ribonucleoprotein Sm D2,Humans
BE0004503,Signal recognition particle 14 kDa protein,Humans
BE0009120,Serine/arginine-rich splicing factor 4,Humans
BE0009160,Transgelin,Humans
BE0009122,Transgelin-2,Humans
BE0009037,Tropomyosin alpha-1 chain,Humans
BE0004469,Vimentin,Humans
BE0009123,Zyxin,Humans
BE0009161,Myosin-9,Humans
BE0009162,Probable ATP-dependent RNA helicase DDX5,Humans
BE0004598,Spliceosome RNA helicase DDX39B,Humans
BE0009103,Nucleophosmin,Humans
BE0009163,Translationally-controlled tumor protein homolog,Plasmodium falciparum (isolate 3D7)
BE0009164,P-type Ca(2+) transporter,Plasmodium falciparum
BE0009165,Ornithine aminotransferase,Plasmodium falciparum (isolate 3D7)
BE0009167,Multidrug resistance protein 1,Plasmodium falciparum (isolate FC27 / Papua New Guinea)
BE0009168,Elongation factor 2,Plasmodium falciparum (isolate 3D7)
BE0009170,Actin-1,Plasmodium falciparum (isolate HB3)
BE0009171,Glyceraldehyde-3-phosphate dehydrogenase,Plasmodium falciparum (isolate 3D7)
BE0009172,Fructose-bisphosphate aldolase,Plasmodium falciparum
BE0009173,"Cell division cycle protein 48 homologue, putative",Plasmodium falciparum (isolate 3D7)
BE0009174,Heat shock protein 90,Plasmodium falciparum (isolate 3D7)
BE0009175,RNA helicase,Plasmodium falciparum (isolate 3D7)
BE0009176,Pyruvate kinase,Plasmodium falciparum (isolate 3D7)
BE0009177,Protein disulfide-isomerase,Plasmodium falciparum (isolate 3D7)
BE0009178,"Thioredoxin-related protein, putative",Plasmodium falciparum (isolate 3D7)
BE0009179,Spermidine synthase,Plasmodium falciparum (isolate 3D7)
BE0009180,Probable ATP-dependent 6-phosphofructokinase,Plasmodium falciparum (isolate 3D7)
BE0009181,Glutamate dehydrogenase,Plasmodium falciparum (isolate 3D7)
BE0009182,"Endoplasmin, putative",Plasmodium falciparum (isolate 3D7)
BE0009183,Enolase,Plasmodium falciparum (isolate 3D7)
BE0009184,40S ribosomal protein S3,Plasmodium falciparum (isolate 3D7)
BE0009185,P-type sodium-transporting ATPase4,Plasmodium falciparum (isolate 3D7)
BE0009186,Tubulin alpha chain,Plasmodium falciparum (isolate K1 / Thailand)
BE0009187,Knob-associated histidine-rich protein,Plasmodium falciparum
BE0009188,S-adenosylmethionine synthase,Plasmodium falciparum (isolate 3D7)
BE0009189,H(+)-exporting diphosphatase,Plasmodium falciparum (isolate 3D7)
BE0009190,Large ribosomal subunit protein uL4,Plasmodium falciparum (isolate 3D7)
BE0009191,Phosphoethanolamine N-methyltransferase,Plasmodium falciparum (isolate 3D7)
BE0009192,Small ribosomal subunit protein eS1,Plasmodium falciparum (isolate 3D7)
BE0009193,Protein ARV,Plasmodium falciparum (isolate 3D7)
BE0009194,60S ribosomal protein L3,Plasmodium falciparum (isolate 3D7)
BE0009195,High molecular weight rhoptry protein 2,Plasmodium falciparum (isolate 3D7)
BE0009196,Serine repeat antigen 5,Plasmodium falciparum
BE0009197,40S ribosomal protein S19,Plasmodium falciparum (isolate 3D7)
BE0009198,Glycophorin-binding protein 130,Plasmodium falciparum (isolate 3D7)
BE0009199,Calcium-transporting ATPase,Plasmodium falciparum (isolate K1 / Thailand)
BE0009200,V-type proton ATPase catalytic subunit A,Plasmodium falciparum (isolate 3D7)
BE0009201,60S ribosomal protein L2,Plasmodium falciparum (isolate 3D7)
BE0009202,Acyl-CoA synthetase,Plasmodium falciparum (isolate 3D7)
BE0009203,Plasmepsin IV,Plasmodium falciparum (isolate 3D7)
BE0009204,Plasmepsin I,Plasmodium falciparum (isolate 3D7)
BE0009205,Chloroquine resistance transporter,Plasmodium falciparum
BE0009206,14-3-3 protein I,Plasmodium falciparum (isolate 3D7)
BE0009207,"Isoleucine--tRNA ligase, putative",Plasmodium falciparum (isolate 3D7)
BE0009208,Plasmodium RESA N-terminal domain-containing protein,Plasmodium falciparum (isolate 3D7)
BE0009209,Tubulin beta chain,Plasmodium falciparum (isolate 3D7)
BE0009210,60S ribosomal protein L27,Plasmodium falciparum (isolate 3D7)
BE0009211,Translocation protein SEC62,Plasmodium falciparum (isolate 3D7)
BE0009212,Autophagy-related protein 18,Plasmodium falciparum (isolate 3D7)
BE0009213,Mature parasite-infected erythrocyte surface antigen,Plasmodium falciparum (isolate 3D7)
BE0009214,"Importin-7, putative",Plasmodium falciparum (isolate 3D7)
BE0009740,Importin subunit alpha,Plasmodium falciparum (isolate 3D7)
BE0009216,Peptidyl-prolyl cis-trans isomerase,Plasmodium falciparum (isolate 3D7)
BE0009217,"DnaJ protein, putative",Plasmodium falciparum (isolate 3D7)
BE0009218,Merozoite surface protein 1,Plasmodium falciparum (isolate CDC / Honduras)
BE0009219,Glutamate--tRNA ligase,Plasmodium falciparum (isolate 3D7)
BE0009220,T-complex protein 1 subunit eta,Plasmodium falciparum (isolate 3D7)
BE0009221,"Chaperone, putative",Plasmodium falciparum (isolate 3D7)
BE0009222,Rhoptry neck protein 3,Plasmodium falciparum (isolate 3D7)
BE0009223,"40S ribosomal protein S5, putative",Plasmodium falciparum (isolate 3D7)
BE0009224,Skeleton-binding protein 1,Plasmodium falciparum (isolate 3D7)
BE0009225,Adenosylhomocysteinase,Plasmodium falciparum (isolate 3D7)
BE0009226,Adenosine deaminase,Plasmodium falciparum (isolate 3D7)
BE0009227,Methionine--tRNA ligase,Plasmodium falciparum (isolate 3D7)
BE0009228,carbamoyl-phosphate synthase (ammonia),Plasmodium falciparum (isolate 3D7)
BE0009230,Signal recognition particle receptor subunit beta,Plasmodium falciparum (isolate 3D7)
BE0009231,"N-acetylgalactosaminide beta-1,3-galactosyltransferase",Plasmodium falciparum (isolate 3D7)
BE0009232,"Coatomer alpha subunit, putative",Plasmodium falciparum (isolate 3D7)
BE0009233,Hexokinase,Plasmodium falciparum
BE0009234,Proteasome subunit alpha type,Plasmodium falciparum (isolate 3D7)
BE0009235,Haloacid dehalogenase-like hydrolase,Plasmodium falciparum (isolate 3D7)
BE0009236,"Insulinase, putative",Plasmodium falciparum (isolate 3D7)
BE0009237,40S ribosomal protein S21,Plasmodium falciparum (isolate 3D7)
BE0009238,Ubiquitin-conjugating enzyme E2,Plasmodium falciparum (isolate 3D7)
BE0009239,Eukaryotic translation initiation factor 3 subunit C,Plasmodium falciparum (isolate 3D7)
BE0009240,"60S ribosomal protein L24, putative",Plasmodium falciparum (isolate 3D7)
BE0009241,60S ribosomal protein L23,Plasmodium falciparum (isolate 3D7)
BE0009242,Large ribosomal subunit protein uL22,Plasmodium falciparum (isolate 3D7)
BE0009244,Plasmepsin III,Plasmodium falciparum (isolate 3D7)
BE0009245,Endoplasmic reticulum chaperone GRP170,Plasmodium falciparum (isolate 3D7)
BE0009246,"60S ribosomal protein L10, putative",Plasmodium falciparum (isolate 3D7)
BE0009247,"Esterase, putative",Plasmodium falciparum (isolate 3D7)
BE0009248,Polyadenylate-binding protein,Plasmodium falciparum (isolate 3D7)
BE0009249,Ubiquitin-60S ribosomal protein L40,Plasmodium falciparum (isolate 3D7)
BE0009741,ribose-phosphate diphosphokinase,Plasmodium falciparum (isolate 3D7)
BE0009251,2-Cys peroxiredoxin,Plasmodium falciparum (isolate 3D7)
BE0009252,Protein transport protein SEC31,Plasmodium falciparum (isolate 3D7)
BE0009253,Dipeptidyl aminopeptidase 1,Plasmodium falciparum (isolate 3D7)
BE0009254,Ring-infected erythrocyte surface antigen,Plasmodium falciparum (isolate FC27 / Papua New Guinea)
BE0009255,RNA helicase,Plasmodium falciparum (isolate 3D7)
BE0009256,Calcium-dependent protein kinase 4,Plasmodium falciparum (isolate 3D7)
BE0009257,GTP-binding nuclear protein Ran,Plasmodium falciparum
BE0009258,Nucleoside transporter 2,Plasmodium falciparum (isolate 3D7)
BE0009259,Anamorsin homolog,Plasmodium falciparum (isolate 3D7)
BE0009260,"Glutamine synthetase, putative",Plasmodium falciparum (isolate 3D7)
BE0009261,"60S ribosomal protein L30e, putative",Plasmodium falciparum (isolate 3D7)
BE0009262,non-specific serine/threonine protein kinase,Plasmodium falciparum (isolate 3D7)
